"蔬菜,小黄瓜,5.2,5.5,5.8,辽,斤,2022-01-20 00:00:00"
"蔬菜,茄子,1.1,2.05,3.0,蒙云鲁,斤,2022-01-20 00:00:00"
"蔬菜,长茄,1.5,1.85,2.2,鲁辽,斤,2022-01-20 00:00:00"
"蔬菜,广茄,2.0,2.5,3.0,云粤,斤,2022-01-20 00:00:00"
"蔬菜,线茄,2.2,3.3,4.4,冀鲁,斤,2022-01-20 00:00:00"
"蔬菜,冬瓜,1.4,1.45,1.5,桂,斤,2022-01-20 00:00:00"
"蔬菜,冬瓜,0.9,0.95,1.0,新,斤,2022-01-20 00:00:00"
"蔬菜,毛冬瓜,2.3,2.65,3.0,豫,斤,2022-01-20 00:00:00"
"蔬菜,架豆,3.4,4.2,5.0,云,斤,2022-01-20 00:00:00"
"蔬菜,豆王,4.3,4.95,5.6,云,斤,2022-01-20 00:00:00"
"蔬菜,扁豆,3.2,4.1,5.0,云,斤,2022-01-20 00:00:00"
"蔬菜,杭椒,5.8,6.4,7.0,鲁,斤,2022-01-20 00:00:00"
"蔬菜,小米椒,11.0,12.0,13.0,云,斤,2022-01-20 00:00:00"
"蔬菜,彩椒,6.5,7.0,7.5,鲁冀,斤,2022-01-20 00:00:00"
"蔬菜,白萝卜,0.4,0.5,0.6,鄂冀川,斤,2022-01-20 00:00:00"
"蔬菜,心里美,1.5,1.6,1.7,冀,斤,2022-01-20 00:00:00"
"蔬菜,卞萝卜,1.0,1.05,1.1,冀鲁,斤,2022-01-20 00:00:00"
"蔬菜,青萝卜,2.4,2.6,2.8,冀津,斤,2022-01-20 00:00:00"
"蔬菜,胡萝卜,1.0,1.35,1.7,冀蒙,斤,2022-01-20 00:00:00"
"蔬菜,胡萝卜,1.3,1.5,1.7,冀鲁,斤,2022-01-20 00:00:00"
"蔬菜,土豆,0.7,0.85,1.0,冀云,斤,2022-01-20 00:00:00"
"蔬菜,土豆,1.0,1.15,1.3,冀陕,斤,2022-01-20 00:00:00"
"蔬菜,葱头,0.7,0.77,0.85,甘,斤,2022-01-20 00:00:00"
"蔬菜,葱头,0.8,0.9,1.0,甘,斤,2022-01-20 00:00:00"
"蔬菜,山药,2.4,3.1,3.8,冀,斤,2022-01-20 00:00:00"
"蔬菜,山药,3.8,5.9,8.0,豫,斤,2022-01-20 00:00:00"
"蔬菜,莲藕,3.0,3.25,3.5,津苏,斤,2022-01-20 00:00:00"
"蔬菜,红薯,1.2,1.35,1.5,冀,斤,2022-01-20 00:00:00"
"蔬菜,红薯,2.2,2.35,2.5,,斤,2022-01-20 00:00:00"
"蔬菜,紫薯,3.4,3.6,3.8,,斤,2022-01-20 00:00:00"
"蔬菜,茭白,6.0,6.25,6.5,苏,斤,2022-01-20 00:00:00"
"蔬菜,大白菜,0.8,0.95,1.1,冀鲁辽鄂,斤,2022-01-20 00:00:00"
"蔬菜,娃娃菜,1.0,1.1,1.2,冀豫,斤,2022-01-20 00:00:00"
"蔬菜,小白菜,1.2,1.3,1.4,,斤,2022-01-20 00:00:00"
"蔬菜,圆白菜,1.5,1.55,1.6,冀,斤,2022-01-20 00:00:00"
"蔬菜,圆白菜,0.6,0.65,0.7,鄂,斤,2022-01-20 00:00:00"
"蔬菜,紫甘蓝,1.4,1.45,1.5,滇,斤,2022-01-20 00:00:00"
"蔬菜,芹菜,1.1,1.2,1.3,鲁,斤,2022-01-20 00:00:00"
"蔬菜,西芹,2.0,2.1,2.2,鲁辽豫,斤,2022-01-20 00:00:00"
"蔬菜,菠菜,1.5,1.75,2.0,冀鲁,斤,2022-01-20 00:00:00"
"蔬菜,莴笋,1.4,1.95,2.5,鲁,斤,2022-01-20 00:00:00"
"蔬菜,团生菜,1.5,2.0,2.5,云,斤,2022-01-20 00:00:00"
"蔬菜,散叶生菜,2.8,3.15,3.5,冀辽,斤,2022-01-20 00:00:00"
"蔬菜,罗马生菜,1.6,1.8,2.0,冀滇,斤,2022-01-20 00:00:00"
"蔬菜,油菜,1.0,1.15,1.3,冀鲁苏,斤,2022-01-20 00:00:00"
"蔬菜,香菜,2.5,3.75,5.0,冀,斤,2022-01-20 00:00:00"
"蔬菜,茴香,2.5,3.0,3.5,冀,斤,2022-01-20 00:00:00"
"蔬菜,韭菜,2.0,2.25,2.5,粤冀,斤,2022-01-20 00:00:00"
"蔬菜,苦菊,4.0,4.5,5.0,冀辽,斤,2022-01-20 00:00:00"
"蔬菜,油麦菜,2.0,2.5,3.0,冀辽,斤,2022-01-20 00:00:00"
"蔬菜,黄心菜,0.8,0.9,1.0,皖,斤,2022-01-20 00:00:00"
